id,title,doc_type,degree,year,university,authors,advisors,co_advisors,abs_text,keyword_text,subject
179,بررسی نقش هوش مصنوعی برای پاسخگویی مالی و حکمرانی در بخش عمومی (مورد مطالعه : شهرداری های تهران),پیشنهاده,کارشناسی ارشد,1404,موسسه آموزش عالی رسام، گروه حسابداری,زینب عموئی,مجید کلانتری | حمید حقیقت,,هوش مصنوعی (AI) بعنوان یک تحول‌آفرین در بخش عمومی ظهور کرده است که بطور قابل توجهی پاسخگویی مالی و حکمرانی را بهبود می‌بخشد,"هوش مصنوعی / Artificial intelligence
پاسخگویی مالی / Financial accountability",
180,بررسی و تعیین تاثیر کاربرد هوش مصنوعی بر رفتار نوآورانه کارکنان کارخانه فولاد در شهرهای راور و زرند,پارسا,کارشناسی ارشد,1404,دانشگاه پیام نور استان کرمان، مرکز پیام نور کرمان,عصمت اسمعیلی طرزی,مریم مصباحی,,هدف پژوهش حاضر بررسی و تعیین تاثیر هوش مصنوعی بر رفتار نوآورانه کارکنان کارخانه فولاد در شهرهای راور و زرند بود. جامعه آماری شامل کارکنان مدیران و کارشناسان ارشد کارخانه‌های فولاد در شهرهای راور و زرند، مدیران، مهندسان، تکنسین‌ها، کارگران خط تولید و سایر کارکنان (حدود 300 نفر) که بطور مستقیم مشغول به کار هستند، بودند و روش نمونه گیری در این پژوهش به صورت نمونه گیری تصادفی ساده بوده است و با توجه به فرمول کوکران تعداد نمونه برابر با 169 نفر بوده است.ابزارهای مورد استفاده شامل پرسشنامه تاثیر هوش مصنوعی ییس و همکاران(2024) و پرسشنامه 8 سوالی کانتر (1998) بود.نتایج حاصل از تجزیه و تحلیل داده ها با استفاده از نرم افزار smart pls نشان داد: با افزایش آگاهی بر رفتار نوآورانه ، رابطه بین استفاده از هوش مصنوعی و رفتار نوآورانه مبتنی بر آمادگی هوش مصنوعی تقویت می‌یابد؛ با افزایش خودکارآمدی خلاقانه ، رابطه بین استفاده از هوش مصنوعی و رفتار نوآورانه مبتنی بر آمادگی هوش مصنوعی تقویت می‌یابد؛ با افزایش آگاهی بر آمادگی هوش مصنوعی ، رابطه بین استفاده از هوش مصنوعی و رفتار نوآورانه مبتنی بر آمادگی هوش مصنوعی تقویت می‌یابد؛ با افزایش استفاده از هوش مصنوعی ، آگاهی بر آمادگی هوش مصنوعی تقویت می‌یابد؛ با افزایش آمادگی سازمانی هوش مصنوعی ، رفتار نوآورانه مبتنی بر آمادگی هوش مصنوعی تقویت می‌یابد و در نهایت با افزایش آگاهی بر آمادگی هوش مصنوعی ، رابطه بین استفاده از هوش مصنوعی و آمادگی سازمانی هوش مصنوعی تقویت می‌یابد.,"هوش مصنوعی / Artificial intelligence
رفتار نوآورانه / innovative behavior",
181,کاربرد هوش مصنوعی در مدیریت پروژه,پارسا,کارشناسی ارشد,1397,,کیان قدس,,,"به علت رشد و گسترش سریع هوش مصنوعی, به خصوص در سالهای اخیر, کاربرد های هوش مصنوعی در صنایع مختلف به موضوع تحقیقی بسیاری از محققان تبدیل شده است. پتانسیل های هوش مصنوعی و مزایایی که می تواند به همراه داشته باشد, فرآیند های صنعتی را به درجات مختلف تحت تاثیر قرار داده است.برای اینکه پی ببریم چرا هوش مصنوعی تاثیر بیشتری بر برخی از صنایع ,نسبت به دیگر صنایع, داشته است این پژوهش (پایان نامه) به صورت منتقدانه منابع آکادمیک را بررسی کرده تا توانایی ها و محدودیت های هوش مصنوعی را تشخیص دهد. مشخص شد که هوش مصنوعی در حال حاضر توانایی انجام فعالیت هایی که نیازمند خلاقیت و ابتکار عمل است, را ندارد. از طرف دیگر, فعالیت هایی که قابلیت های ذهنی کمی, مانند کار فیزیکی تکراری, جمع آوری اطالاعات, و آنالیز اطلاعات, میتوانند توسط هوش مصنوعی انجام شوند.هدف اصلی این تحقیق (پایان نامه), با این حال, این بود که کاربردهای هوش مصنوعی در مدیریت پروژه را بررسی کند تا توصیفی از تغییرات عمده و بزرگی که حرفه مدیریت پروژه ممکن است در آینده نزدیک متحمل شود, توسط هوش مصنوعی, ارائه کند. علاوه بر بررسی منتقدانه نوشتجات آکادمیک, یک تحقیق میدانی نیز صورت گرفت تا بررسی شود که آیا داده های کیفی می توانند اطلاعات به دست آمده از منابع آکادمیک را تصدیق بکنند یا خیر.نتایج و یافته های این تحقیق علمی (پایان نامه) نشان داد که هوش مصنوعی قادر به آنالیز داده های تاریخی پروژه است که سبب اعمال ""درس های آموخته شده"" از پروژه های قبلی به پروژه های جدید می شود. هوش مصنوعی همچنین می تواند کارهای اداری که در حال حاضر توسط مدیران پروژه انجام می شوند, را انجام دهد و زمان و انرژی بیشتری را برای مدیران پروژه فراهم کند و سایر وظایف کاری اختصاص داده شوند. به نظر می رسد که روزی که هوش مصنوعی بتواند جای مدیران پروژه را بگیرد نزدیک نیست زیرا مدیریت پروژه نیازمند خلاقیت و قضاوت احساسی است, که هوش مصنوعی در حال حاضر فاقد آن است. با این حال, با در نظر گرفتن مزایا و تغییرات بزرگی که هوش مصنوعی می تواند به وقوع بیاورد, مدیران پروژه بایستی یاد بگیرند که چگونه پروژه هایشان را با کمک هوش مصنوعی به پیش ببرند.","هوش مصنوعی / Artificial intelligence
مدیریت پروژه / project management
مدیر پروژه / project manager",
182,الگوی مدیریت آب‌های زیرزمینی بر اساس هوش مصنوعی,پیشنهاده,کارشناسی ارشد,1402,دانشگاه تهران,شیما آزاده رنجبر,مجید خلقی,افشین اشرف زاده | حمید کاردان مقدم,باتوجه به افت تراز سطح آب زیرزمینی و کسری شدید مخزن در سفره‌های آب‌ زیرزمینی در اکثر دشت‌های کشور و وابستگی به این منبع برای تامین آب کشور، مدیریت آب‌های زیرزمینی امری ضروری است. یکی از راه‌های مدیریت آب زیرزمینی استفاده از روش‌های هوش مصنوعی برای مدل‌سازی آب زیرزمینی می‌باشد. با استفاده از هوش مصنوعی میتوان ارتباط خوبی بین داده‌های ورودی و خروجی در یک سیستم آب زیرزمینی تخمین زد. امکان استفاده از این رابطه در مدیریت سفره‌های آب زیرزمینی وجود دارد. میتوان از ارتباط بین داده‌های ورودی و خروجی، در پیش بینی وضعیت آبخوان استفاده کرد. هدف، دستیابی به یک روش مناسب هوش مصنوعی و استفاده آن در تهیه الگوی مدیریت آب‌های زیرزمینی در بعضی از مناطق کشور می‌باشد.,"هوش مصنوعی / Artificial intelligence
مدیریت آب های زیرزمینی / groundwater management",
183,بنیاد فلسفی مسؤلیت کیفری منتسب به هوش مصنوعی,پیشنهاده,کارشناسی ارشد,1404,دانشگاه شهید بهشتی، دانشکده ادبیات و علوم انسانی,محمد فراهانی,حسین واله,مهدی صبوری پور,پیشرفت سریع سامانه‌های هوش مصنوعی، به‌ویژه سیستم‌های خودمختار (autonomous) که رفتارهایی پیچیده و گاه غیرقابل تقلیل به طراحی یا قصد مستقیم انسانی از خود نشان می‌دهند، چالش‌های جدیدی را در حوزه‌های فلسفه و حقوق پدید آورده است. بخش قابل توجهی از این چالش‌ها ناشی از صدمات و خساراتی است که در نتیجه به‌کارگیری فزاینده هوش مصنوعی در حوزه‌هایی همچون سلاح‌های هوشمند، خودروهای خودران و بازارهای مالی ایجاد می‌شود؛ صدماتی که در صورت انتساب به کنشگران انسانی، واجد وصف کیفری تلقی می‌گردیدند. پژوهش حاضر می‌کوشد این مسائل را از منظر فلسفه مجازات بررسی کند؛ حوزه‌ای که به این پرسش‌های بنیادین می‌پردازد که مجازات چرا، چگونه و نسبت به چه کسانی باید اعمال شود. در فلسفه مجازات، دو رویکرد اصلی وجود دارد: نظریه‌های سزاگرایانه (retributivism) و نظریه‌های پیامدگرایانه (consequentialism). سزاگرایی مجموعه‌ای از دیدگاه‌ها را دربر می‌گیرد که بر استحقاق و سزاواری اخلاقی مجرم برای تحمل مجازات تأکید دارند، در حالی که نظریه‌های پیامدگرا، مجازات را بر اساس نتایج و فوایدی همچون بازدارندگی، اصلاح یا پیشگیری از جرم توجیه می‌کنند. تمرکز سنتی فلسفه مجازات بر کنشگر انسانی بوده است؛ کنشگری که معمولاً برخوردار از اراده آزاد، قصد مجرمانه و قابلیت انتساب مسئولیت اخلاقی و کیفری تلقی می‌شود. با این حال، توسعه سامانه‌های هوش مصنوعی این فرض سنتی را به چالش کشیده است، زیرا این سامانه‌ها قادرند تصمیماتی اتخاذ کنند و کنش‌هایی انجام دهند که منجر به صدمات جدی می‌شود، بی‌آنکه به‌سادگی بتوان آن‌ها را به اراده یا قصد مشخص یک عامل انسانی فروکاست. در ادبیات مربوط به مسئولیت کیفری هوش مصنوعی، معمولاً سه رویکرد اصلی قابل تمایز است: نخست، «نظریه ابزار» که هوش مصنوعی را صرفاً ابزاری در دست انسان دانسته و مسئولیت کیفری را به طراحان، تولیدکنندگان یا کاربران آن نسبت می‌دهد؛ دوم، «نظریه عامل مستقل» که بر نوعی خودمختاری عملی هوش مصنوعی تأکید کرده و امکان انتساب شخصیت و مسئولیت حقوقی مستقل به آن را مطرح می‌کند؛ و سوم، «نظریه‌های ترکیبی» که می‌کوشند مسئولیت را میان سامانه هوش مصنوعی و کنشگران انسانی مرتبط با آن توزیع کنند. کانون توجه پژوهش حاضر آن است که اگر رویکردهایی پذیرفته شوند که امکان انتساب مسئولیت کیفری به هوش مصنوعی را به رسمیت می‌شناسند، در این صورت این پرسش اساسی مطرح می‌شود که اهداف کیفر، آن‌گونه که در نظریه‌های مختلف فلسفه مجازات صورت‌بندی شده‌اند، تا چه اندازه در مورد هوش مصنوعی قابلیت تحقق دارند و کدام یک از این نظریه‌ها در این زمینه کارآمدتر به نظر می‌رسند. افزون بر این، پژوهش بررسی می‌کند که انتساب مسئولیت کیفری به هوش مصنوعی مستلزم چه مبانی فلسفی و سازوکارهای حقوقی‌ای است و آیا چارچوب‌های حقوقی موجود -به‌ویژه در نظام حقوقی ایران- توان پاسخگویی به این چالش‌ها را دارند یا نیازمند بازاندیشی‌اند. بر این اساس، پژوهش حول دو پرسش اصلی سامان می‌یابد: اهداف کیفر، اعم از نظریه‌های پیامدگرا و غیرپیامدگرا، در قبال رفتارهای مجرمانه منتسب به هوش مصنوعی تا چه اندازه قابلیت تحقق دارند؟ سازوکارهای انتساب مسئولیت کیفری به هوش مصنوعی و کنشگران انسانی مرتبط با آن چگونه قابل تبیین و ارزیابی هستند؟,"مسئولیت کیفری / criminal liability
هوش مصنوعی / Artificial intelligence
مجازات / punishment",
184,شناسایی و اولویت بندی کاربردهای هوش مصنوعی در بازاریابی آنلاین,پارسا,کارشناسی ارشد,1398,دانشگاه تهران، پردیس فارابی - دانشکده مدیریت و حسابداری,سیدمرتضی یزدان پرست,سید محمدباقر‌‌‌‌‌‌‌‌ جعفری‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌ | مونا‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌ جامی پور‌‌‌‌‌‌‌‌‌‌‌‌,,با سرعت گرفتن روند تغییرات فنّاوری در دنیا، بسیاری از شرکت‌ها برای حفظ حیات خویش و حفظ بازار، مجبور به همراهی و پیشرفت گام‌به‌گام با فنّاوری‌های روز دنیا هستند. باوجود توسعه کاربردهای هوش مصنوعی در حوزه‌های مختلف کسب‌وکار، هیچ پژوهشی به برشمردن کاربردهای هوش مصنوعی در بازاریابی آنلاین و اولویت‌بندی این کاربردها نپرداخته است. پژوهش حاضر به شناسایی کاربرهای هوش مصنوعی در بازاریابی آنلاین و سپس اولویت‌بندی کاربردهای احصا شده پرداخته است. در این پژوهش پس از مطالعه کتابخانه‌ای کاربردهای هوش مصنوعی در کسب‌وکار و به‌طور خاص حوزه بازاریابی آنلاین، از طریق ده مصاحبه‌های نیمه ساختاریافته با خبرگان حوزه بازاریابی آنلاین، هوش مصنوعی و تجارت الکترونیک، چهل کاربرد هوش مصنوعی در بازاریابی آنلاین بر مبنای آمیخته بازاریابی چهارپی (4P) احصا شده است. در مرحله بعد، توسط پرسشنامه و با متد BWM کاربردهای شناسایی‌شده در مرحله مصاحبه در چهار حوزه آمیخته بازاریابی، اولویت‌بندی شده‌اند که در این اولویت‌بندی از خبرگان صنعت و دانشجویان دانشگاه‌های مطرح ایرآن‌که آشنا با حوزه هوش مصنوعی و بازاریابی آنلاین بوده‌اند، استفاده‌شده است. در انتها در حوزه طراحی محصول و خلق ارزش نه کاربرد، در حوزه قیمت‌گذاری و طراحی هزینه‌ها نه کاربرد، در حوزه تبلیغات و اطلاع‌رسانی به مشتریان شانزده کاربرد و در حوزه محل فروش و شیوه عرضه محصول شش کاربرد شناسایی و رتبه‌بندی شدند.,"هوش مصنوعی / Artificial Intelligence¡
بازاریابی آنلاین / Online Marketing",
185,بررسی تاثیر هوش مصنوعی بر حکمرانی و سیاستگذاری عمومی(مورد مطالعه: شهرداری اهواز),پیشنهاده,کارشناسی ارشد,1404,دانشگاه پیام نور استان مرکزی، مرکز پیام نور خمین,مرتضی نیسی دیوانی,هادی غفاری,,محققان علوم سیاسی بر سر تعیین تعریف مشخصی از کیفیت حکمرانی اتفاق نظر دارند و این مسأله به دلیل تعدد دیدگاه هایی میباشد که مبانی مشروعیت نظام حاکم را تبیین مینماید. بدون شک مشروعیت بسیار بااهمیت است زیرا کیفیت حکمرانی را تحت تاثیر قرار می دهد. در این راستا، برخی بین مشروعیت ورودی ها و خروجی ها تمایز قائل می شوند. ورودی ها از طریق فرایندهای تصمیم گیری با کیفیت بالا ایجاد می شود و دومی از طریق عملکرد بالا در رسیدن به نتایج مطلوب حاصل می شود(کهن هوش نژآد، 1403، 178). این مرحله به گزینه های جایگزین سیاست های فعلی، تدوین راه حل ها برای مسائل و مشکلات شناسایی شده و ارزیابی مزایا و معایب آنها اشاره دارد. در اینجا هوش مصنوعی می تواند تاثیر بسزایی بر انتخاب ها و گزینه های سیاستگذاری عمومی داشته باشد. هوش مصنوعی با دارابودن قابلیت جمع آوری و تجزیه و تحلیل داده-های عظیم، به شناسایی، کشف و تولید گزینه های جایگزین سریعتر و دقیق تر کمک می کند. به طور معمول، این مرحله از چرخه سیاست عمومی ممکن است با توجه به سطح دولت، یا پیچیدگی مشکل چند هفته یا چند ماه طول بکشد، با به کارگیری هوش مصنوعی می‌توان این فرآیند را از چند روز به چند ساعت کاهش داد. برخی از فناوری های پیشرفته هوش مصنوعی مانند شبکه های عصبی مصنوعی و محاسبات تکاملی (الگوریتم های ژنتیک، استراتژی های تکاملی و برنامه ریزی ژنتیک) نیز امکان تدوین سیاست و تصمیم گیری را ایجاد می نماید. این فناوری ها در حقیقت مشاوری خودکار برای دولت می باشند که گزینه های بسیاری را پیشنهاد می نمایند و با در نظر گرفتن هزینه های بالقوه هر تصمیم، این امکان را فراهم می نمایند که بهترین گزینه ها با کمترین هزینه انتخاب شوند. هوش مصنوعی علاوه بر این می تواند در تدوین سیاست های سلامت، تصمیم گیری های آتی در خصوص سرمایه گذاری مورد نیاز در احداث بیمارستان ها یا در مورد تربیت پزشکان متخصص جدید در زمینه خاصی از مراقبت های بهداشتی کمک کند. هوش مصنوعی توانایی بررسی سیاست های گذشته را به دولت ها می دهد. این موضوع امکان اطمینان از اثربخشی سیاست ها، شناسایی افراد یا مناطقی که بیشتر در معرض خطر با بحران هستند را فراهم می آورد,"هوش مصنوعی / Artificial intelligence
سیاستگذاری عمومی / Public policy",
186,بررسی تاثیر آمادگی کارکنان برای هوش مصنوعی بر اهداف توسعه پایدار با نقش میانجی پذیرش هوش مصنوعی و انطباق هوش مصنوعی (مورد مطالعه: شرکت پارسیان خلیج بهشهر مازندران),پارسا,کارشناسی ارشد,1404,دانشگاه پیام نور استان مرکزی، مرکز پیام نور ساوه,مکامه میرهادی,مهرداد بیات,,این مطالعه با بررسی تاثیر آمادگی کارکنان برای هوش مصنوعی بر اهداف توسعه پایدار با نقش میانجی پذیرش هوش مصنوعی و انطباق هوش مصنوعی در شرکت پارسیان خلیج بهشهر مازندران شد. پژوهش حاضر از نظر هدف توصیفی، از نظر مخاطب کاربردی، از نظر زمان این پژوهش مقطعی و در نهایت از نظر گردآوری داده‌ها پیمایشی می باشد. کارکنان شرکت پارسیان خلیج بهشهر مازندران به عنوان جامعه آماری این مطالعه انتخاب شدند. تعداد پرسنل در این شرکت برابر با 237 نفر می باشد. حجم نمونه با فرمول کوکران برابر با 147 نفر تعیین شد. روش نمونه گیری به صورت تصادفی ساده انجام شد. جهت جمع آوری داده ها از پرسش نامه استاندارد با 45 سوال استفاده شد، که روایی آن با نظر استاد راهنما و پایایی با استفاده از ازمون آلفای کرونباخ مورد تایید قرار گرفته شد. جهت تحلیل داده ها از آزمون مدل معادلات ساختاری با استفاده از نرم افزار PLS3 استفاده شد. بر اساس یافته ‌ها، مطالعه به این نتیجه رسید که آمادگی کارکنان برای هوش مصنوعی بر اهداف توسعه پایدار تاثیر معناداری دارد. آمادگی کارکنان برای هوش مصنوعی بر میانجی پذیرش هوش مصنوعی تاثیر معناداری دارد. آمادگی کارکنان برای هوش مصنوعی بر انطباق هوش مصنوعی تاثیر معناداری دارد. پذیرش هوش مصنوعی بر اهداف توسعه پایدار تاثیر معناداری دارد. انطباق هوش مصنوعی بر اهداف توسعه پایدار تاثیر معناداری دارد. آمادگی کارکنان برای هوش مصنوعی بر اهداف توسعه پایدار با نقش میانجی پذیرش هوش مصنوعی تاثیر معناداری دارد. آمادگی کارکنان برای هوش مصنوعی بر اهداف توسعه پایدار با نقش میانجی انطباق هوش مصنوعی تاثیر معناداری دارد.,"آمادگی کارکنان برای هوش مصنوعی / Employee readiness for AI
اهداف توسعه پایدار / Sustainable Development Goals
پذیرش هوش مصنوعی / AI Acceptance
انطباق هوش مصنوعی / AI adaptation",
187,بررسی تاثیر هوش مصنوعی بر مشاغل یک شرکت صنعتی,پیشنهاده,کارشناسی ارشد,1403,دانشگاه علوم بهزیستی و توانبخشی، گروه ارتوپدی فنی,مهسا زنگی | محمد ناظمی,مختار عراض پور | شعبان الهی,کوروش براتی | منصور اسماعیل‌زاده,در هزاره سوم، انسان‌ها با استفاده از فناوری‌های اطلاعاتی به سرعت توسعه و رشد خود را پیش می‌برند. امروزه این فناوری‌ها در همه جا حضور دارند و پیچیدگی آن‌ها به طور مداوم افزایش می‌یابد. این عصر به عنوان عصر انفجار اطلاعات شناخته می‌شود، که به واسطه تحولات سریع علمی و پیشرفت فناوری اطلاعات تسریع شده است. این تحولات نه تنها زندگی روزمره انسان‌ها، بلکه ساختار و فرآیندهای سازمانی را نیز تغییر داده است. سازمان‌ها اکنون بسیاری از خدمات خود را به صورت دیجیتال ارائه می‌دهند و زندگی بدون فناوری‌های پیشرفته غیرقابل تصور شده است. فناوری اطلاعات با ایجاد یک پارادایم جدید، به انسان‌ها کمک کرده تا از فعالیت‌های سنتی فاصله بگیرند و الگوهای جدیدی را متناسب با نیازهای عصر اطلاعاتی ایجاد کنند. یکی از بارزترین ویژگی‌های تمدن بشری، ظهور و گسترش سازمان‌های اجتماعی است. این سازمان‌ها به طور مستمر تکامل می‌یابند و با تحولات فناوری اطلاعات و ورود حجم انبوهی از اطلاعات به زندگی انسان‌ها، ساختارها و نقش‌های کسب و کار نیز دچار تغییرات بنیادی شده‌اند. برخلاف عصر صنعتی که ماشین‌آلات و مواد اولیه شاخص‌های تمایز بودند، امروزه اطلاعات و دسترسی به منابع اطلاعاتی مهم‌ترین عوامل قدرت و رقابت بین سازمان‌ها محسوب می‌شوند.صنعت چهار، که به عنوان چهارمین انقلاب صنعتی شناخته می‌شود، با اتوماسیون و فناوری‌های جدید تحولات عمده‌ای را به همراه داشته است. هوش مصنوعی، که به عنوان یکی از پیشرفته‌ترین نوآوری‌ها مطرح است، توانایی تقلید رفتار و تفکر انسانی را دارد و با استفاده از تجربه خود، توانایی‌های خود را بهبود می‌بخشد. این فناوری توانسته است تغییرات عمیقی در ترجیحات و رفتار انسان‌ها ایجاد کند و الگوی کاری جدیدی را به وجود آورد که به بهبود عملکرد سازمان‌ها و تصمیم‌گیری‌های عاقلانه‌تر کمک می‌کند. هوش مصنوعی با پذیرش گسترده در بین مشاغل و شرکت‌ها، به ساده‌سازی فرآیندها، افزایش بهره‌وری، کارایی و کاهش هزینه‌ها کمک می‌کند. با این حال، این فناوری چالش‌هایی نیز به همراه دارد. برای اولین بار در تاریخ، هوش مصنوعی با داشتن هوشی بالاتر از انسان، رقیبی جدی برای مشاغل انسانی شده است. اگرچه هوش مصنوعی ممکن است سبب بیکاری کامل نشود، اما احتمال حذف برخی مشاغل و ایجاد مشاغل جدید وجود دارد. انتقال کارگران به مشاغل جدید ممکن است پرهزینه و مخرب باشد. علاوه بر این، هوش مصنوعی می‌تواند منجر به بیکاری، کاهش دستمزدها و افزایش نابرابری درآمدها شود. این مشکلات ناشی از عدم تطابق مهارت‌ها بین مشاغلی که جایگزین می‌شوند و کارکنانی که شغل خود را از دست می‌دهند، است. تحولات هوش مصنوعی ابتدا در سطوح وظایف ساده‌تر اتفاق می‌افتد، اما به تدریج توانایی انجام وظایف انسانی و تفکر و احساس مانند انسان را خواهد داشت و به طور کامل نیروی انسانی را جایگزین می‌کند. این فناوری نه تنها مشاغل زیادی را تحت تأثیر قرار می‌دهد، بلکه به دلیل کاهش هزینه‌ها، تولید سریع و ثبات در کیفیت محصولات، سازمان‌ها بیشتر به فناوری‌های روباتیک و هوش مصنوعی وابسته می‌شوند. مزایای هوش مصنوعی شامل انعطاف‌پذیری، افزایش خلاقیت و نوآوری، بهبود عملکرد، تعادل بین کار و زندگی شخصی، پیشرفت شغلی، شفافیت اطلاعات و بهبود تصمیم‌گیری است. این مزایا مدیران سازمان‌ها را وادار کرده تا از این فناوری نوین استقبال کنند و به فکر استقرار آن در سازمان خود باشند. در نهایت، سازمان‌هایی که ارزش هوش مصنوعی را به موقع تشخیص دهند و از آن بهره‌برداری کنند، قادر به ادامه حیات و عملکرد بهتر خواهند بود. بنابراین، با توجه به اهمیت هوش مصنوعی و تأثیر آن بر بازار کار، بررسی تاثیر هوش مصنوعی بر مشاغل یک شرکت صنعتی ضروری به نظر می‌رسد.,"هوش مصنوعی / Artificial intelligence
تاثیر هوش مصنوعی / The impact of artificial intelligence
یک شرکت صنعتی / An industrial company",
188,بررسی تأثیر هوش مصنوعی بر رضایت مشتریان در خرید کالاهای مصرفی,پارسا,کارشناسی ارشد,1403,دانشگاه رازی، دانشکده علوم اجتماعی و تربیتی,غزل شادی نصرآبادی,صبا امیری,یوسف محمدی‌فر,هدف: ابزارهای هوش مصنوعی قادرند به شکلی سریع‌تر و کارآمدتر به سؤالات و مشکلات مشتریان پاسخ دهند. این قابلیت‌ها نه ‌تنها زمان انتظار مشتریان را کاهش می‌دهند، بلکه تجربه خرید آن‌ها را نیز بهبود می‌بخشند. علاوه بر این، هوش مصنوعی در بهینه‌سازی فرآیندهای داخلی مانند مدیریت موجودی، پیش‌بینی تقاضا، و ارتقای زنجیره تأمین نقش مؤثری ایفا می‌کند. این بهینه‌سازی‌ها به ارائه خدمات باکیفیت‌تر به مشتریان منجر شده و در نهایت تأثیر قابل‌توجهی بر افزایش رضایت مشتریان از خرید کالاهای مصرفی دارد. از این رو و با توجه به اهمیت موضوع، این پژوهش با هدف بررسی دقیق نقش و تأثیر هوش مصنوعی بر افزایش رضایت مشتریان در خرید کالاهای مصرفی انجام شد. روش‌شناسی پژوهش: این پژوهش از نظر هدف کاربردی، از نظر نحوه گردآوری داده‌ها توصیفی- پیمایشی و دارای رویکرد کمّی بود. جامعه آماری پژوهش، شامل دانشجویان مقطع کارشناسی و کارشناسی ارشد رشته کامپیوتر دانشکده فنی دانشگاه لرستان بود که حداقل یک‌ مرتبه تجربه خرید را داشته باشند و از خدمات (ابزارهای) هوش مصنوعی ارائه‌شده توسط آن فروشگاه (از جمله چت‌بات‌ها، توصیه‌های شخصی و ...) استفاده کرده باشند. نمونه آماری با توجه به جامعه آماری در دسترس و روش نمونه‌گیری شما طبقه‌ای با انتساب متناسب بود،به تعداد 150 نفر انتخاب شد. جهت گردآوری داده‌ها از پرسشنامه پژوهشگر‌ساخته آنلاین با بهره‌گیری از پرسشنامه‌های استاندارد در حوزه هوش مصنوعی و رضایت مشتری و بهره‌گیری از مقاله‌های مرتبط استفاده شد. روایی پرسشنامه توسط پنل متخصصان و اساتید و میزان آلفای کرونباخ محاسبه‌شده برای پرسشنامه به‌صورت کلی برابر 89/0 است. برای تجزیه‌و‌تحلیل داده‌ها از آمار توصیفی (میانگین و انحراف استاندارد) و همچنین آمار استنباطی شامل آزمون کولموگروف اسمیرنوف و آزمون همبستگی و معادلات ساختاری با کمک نرم‌افزارهای SPSS نسخه 24 و SMART PLS نسخه 4 استفاده شد. یافته‌ها: نتایج نشان داد که مؤلفه‌های هوش مصنوعی شامل چت‌بات‌ها ، توصیه‌های شخصی‌سازی شده ، تجربه خرید پیشرفته، سئوسازی و ابزارهای تشخیص صدا و تصویر بر ارزش ادراک شده مشتریان اثرگذارند؛ همچنین مشخص گردید که مؤلفه‌های هوش مصنوعی شامل چت‌بات‌ها ، توصیه‌های شخصی‌سازی شده ، تجربه خرید پیشرفته، سئوسازی و ابزارهای تشخیص صدا و تصویر بر کیفیت ادراک شده مشتریان موثرند. در نهایت، سایر یافته‌ها نشان داد که مؤلفه‌های هوش مصنوعی شامل چت‌بات‌ها ، توصیه‌های شخصی‌سازی شده ، تجربه خرید پیشرفته، سئوسازی و ابزارهای تشخیص صدا و تصویر می‌توانند انتظارات مشتریان را تحت تأثیر خود قرار دهند. نتیجه‌گیری: با توجه به این یافته‌ها می‌توان پیشنهاد نمود که شرکت‌ها در دنیای امروزه جهت بهبود رضایت‌مندی مشتریان خود ، از فناوری و توانایی‌های هوش مصنوعی بهره گیری نمایند.,"هوش مصنوعی / Artificial intelligence
رضایت مشتریان / customer satisfaction",
